Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres,Anio,Código CIE-10
San Marcos,Infarto agudo del miocardio,431,229,202,17,I21
San Marcos,"Diabetes mellitus, no especificada",238,94,144,17,E14
San Marcos,Fibrosis y cirrosis del hígado,179,120,59,17,K74
San Marcos,Otras gastroenteritis y colitis de origen infeccioso y no especificado,151,86,65,17,A09
San Marcos,Exposición a factores no especificados,138,113,25,17,X59
San Marcos,Diabetes mellitus no insulinodependiente,118,44,74,17,E11
San Marcos,Insuficiencia cardíaca,113,63,50,17,I50
San Marcos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",106,41,65,17,I64
San Marcos,Tumor maligno del hígado y de las vías biliares intrahepáticas,91,47,44,17,C22
San Marcos,"Envenenamiento accidental por, y exposición al alcohol",91,87,4,17,X45
San Marcos,"Agresión con disparo de otras armas de fuego, y las no especificadas",90,81,9,17,X95
San Marcos,Tumor maligno del estómago,78,41,37,17,C16
San Marcos,Enfermedad renal crónica,77,34,43,17,N18
San Marcos,Insuficiencia renal no especificada,70,43,27,17,N19
San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",450,249,201,17,R00 - R99
San Marcos,Otras causas,1769,996,773,17,Otras causas
Huehuetenango,Todas las causas,4554,2548,2006,17,Todas las causas
Huehuetenango,"Neumonía, organismo no especificado",607,346,261,17,J18
Huehuetenango,Infarto agudo del miocardio,334,189,145,17,I21
Huehuetenango,"Diabetes mellitus, no especificada",265,98,167,17,E14
Huehuetenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,182,97,85,17,A09
Huehuetenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",154,89,65,17,I64
Huehuetenango,Exposición a factores no especificados,139,112,27,17,X59
Huehuetenango,Tumor maligno del estómago,120,54,66,17,C16
Huehuetenango,Otras enfermedades cerebrovasculares,102,43,59,17,I67
Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,101,44,57,17,C22
Huehuetenango,Fibrosis y cirrosis del hígado,98,64,34,17,K74
Huehuetenango,"Envenenamiento accidental por, y exposición al alcohol",92,87,5,17,X45
Huehuetenango,Insuficiencia cardíaca,87,43,44,17,I50
Huehuetenango,Enfermedad renal crónica,77,35,42,17,N18
Huehuetenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",73,60,13,17,V89
Huehuetenango,Diabetes mellitus no insulinodependiente,72,38,34,17,E11
Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",141,77,64,17,R00 - R99
Huehuetenango,Otras causas,1910,1072,838,17,Otras causas
Quiche,Todas las causas,3841,2078,1763,17,Todas las causas
Quiche,"Neumonía, organismo no especificado",423,215,208,17,J18
Quiche,Otras gastroenteritis y colitis de origen infeccioso y no especificado,151,79,72,17,A09
Quiche,Infarto agudo del miocardio,126,65,61,17,I21
Quiche,"Diabetes mellitus, no especificada",121,50,71,17,E14
Quiche,Exposición a factores no especificados,88,72,16,17,X59
Quiche,"Envenenamiento accidental por, y exposición al alcohol",76,72,4,17,X45
Quiche,Fibrosis y cirrosis del hígado,73,50,23,17,K74
Quiche,Diabetes mellitus no insulinodependiente,70,28,42,17,E11
Quiche,Insuficiencia cardíaca,57,24,33,17,I50
Quiche,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",56,49,7,17,V89
Quiche,Enfermedad renal crónica,54,30,24,17,N18
Quiche,Tumor maligno del hígado y de las vías biliares intrahepáticas,53,25,28,17,C22
Quiche,Tumor maligno del estómago,50,22,28,17,C16
Quiche,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",49,23,26,17,I64
Quiche,Enfermedad alcohólica del hígado,48,40,8,17,K70
Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1023,510,513,17,R00 - R99
Quiche,Otras causas,1323,724,599,17,Otras causas
Baja Verapaz,Todas las causas,1352,729,623,17,Todas las causas
Baja Verapaz,Infarto agudo del miocardio,140,74,66,17,I21
Baja Verapaz,"Neumonía, organismo no especificado",131,70,61,17,J18
Baja Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",74,33,41,17,I64
Baja Verapaz,"Diabetes mellitus, no especificada",60,20,40,17,E14
Baja Verapaz,Tumor maligno del estómago,40,23,17,17,C16
Baja Verapaz,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",38,27,11,17,V89
Baja Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,37,17,20,17,A09
Baja Verapaz,Exposición a factores no especificados,35,20,15,17,X59
Baja Verapaz,Hipertensión esencial (primaria),33,16,17,17,I10
Baja Verapaz,Diabetes mellitus no insulinodependiente,32,11,21,17,E11
Baja Verapaz,Fibrosis y cirrosis del hígado,32,20,12,17,K74
Baja Verapaz,Insuficiencia cardíaca,27,15,12,17,I50
Baja Verapaz,"Agresión con disparo de otras armas de fuego, y las no especificadas",20,19,1,17,X95
Baja Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,18,10,8,17,C22
Baja Verapaz,Tumor maligno de la próstata,16,16,0,17,C61
Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",89,46,43,17,R00 - R99
Baja Verapaz,Otras causas,530,292,238,17,Otras causas
Alta Verapaz,Todas las causas,4899,2522,2377,17,Todas las causas
Alta Verapaz,"Neumonía, organismo no especificado",918,423,495,17,J18
Alta Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,371,185,186,17,A09
Alta Verapaz,Infarto agudo del miocardio,298,135,163,17,I21
Alta Verapaz,"Diabetes mellitus, no especificada",187,59,128,17,E14
Alta Verapaz,Fibrosis y cirrosis del hígado,167,86,81,17,K74
Alta Verapaz,Exposición a factores no especificados,121,91,30,17,X59
Alta Verapaz,Otras sepsis,107,57,50,17,A41
Alta Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,103,43,60,17,C22
Alta Verapaz,Otras enfermedades pulmonares obstructivas crónicas,92,39,53,17,J44
Alta Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",91,41,50,17,I64
Alta Verapaz,"Desnutrición proteicocalórica, no especificada",86,46,40,17,E46
Alta Verapaz,Sepsis bacteriana del recién nacido,73,43,30,17,P36
Alta Verapaz,Tumor maligno del estómago,67,36,31,17,C16
Alta Verapaz,Úlcera gástrica,67,30,37,17,K25
Alta Verapaz,Neumonía congénita,54,25,29,17,P23
Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",195,115,80,17,R00 - R99
Alta Verapaz,Otras causas,1902,1068,834,17,Otras causas
Peten,Todas las causas,2095,1280,815,17,Todas las causas
Peten,"Agresión con disparo de otras armas de fuego, y las no especificadas",140,128,12,17,X95
Peten,"Neumonía, organismo no especificado",130,80,50,17,J18
Peten,Infarto agudo del miocardio,127,75,52,17,I21
Peten,"Diabetes mellitus, no especificada",121,54,67,17,E14
Peten,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",118,107,11,17,V89
Peten,Agresión por medios no especificados,72,70,2,17,Y09
Peten,Diabetes mellitus no insulinodependiente,69,31,38,17,E11
Peten,Exposición a factores no especificados,66,55,11,17,X59
Peten,Fibrosis y cirrosis del hígado,61,31,30,17,K74
Peten,Tumor maligno del estómago,44,17,27,17,C16
Peten,Tumor maligno del hígado y de las vías biliares intrahepáticas,40,19,21,17,C22
Peten,Otras gastroenteritis y colitis de origen infeccioso y no especificado,36,13,23,17,A09
Peten,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",33,13,20,17,I64
Peten,Insuficiencia cardíaca,27,16,11,17,I50
Peten,Otras enfermedades pulmonares obstructivas crónicas,26,16,10,17,J44
Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",122,66,56,17,R00 - R99
Peten,Otras causas,863,489,374,17,Otras causas
Izabal,Todas las causas,2029,1147,882,17,Todas las causas
Izabal,Infarto agudo del miocardio,227,132,95,17,I21
Izabal,"Diabetes mellitus, no especificada",129,47,82,17,E14
Izabal,"Neumonía, organismo no especificado",111,59,52,17,J18
Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",108,93,15,17,X95
Izabal,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",99,83,16,17,V89
Izabal,Insuficiencia renal no especificada,62,29,33,17,N19
Izabal,Fibrosis y cirrosis del hígado,53,31,22,17,K74
Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",44,21,23,17,I64
Izabal,Exposición a factores no especificados,43,39,4,17,X59
Izabal,Otras gastroenteritis y colitis de origen infeccioso y no especificado,42,18,24,17,A09
Izabal,"Disparo de otras armas de fuego, y las no especificadas",41,38,3,17,W34
Izabal,Insuficiencia cardíaca,33,14,19,17,I50
Izabal,Otras enfermedades pulmonares obstructivas crónicas,31,17,14,17,J44
Izabal,Tumor maligno del hígado y de las vías biliares intrahepáticas,29,15,14,17,C22
Izabal,Tumor maligno del estómago,26,14,12,17,C16
Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",197,99,98,17,R00 - R99
Izabal,Otras causas,754,398,356,17,Otras causas
Zacapa,Todas las causas,1499,844,655,17,Todas las causas
Zacapa,Infarto agudo del miocardio,253,128,125,17,I21
Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",117,99,18,17,X95
Zacapa,"Diabetes mellitus, no especificada",96,35,61,17,E14
Zacapa,"Neumonía, organismo no especificado",71,32,39,17,J18
Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",45,28,17,17,I64
Zacapa,Exposición a factores no especificados,41,35,6,17,X59
Zacapa,Diabetes mellitus no insulinodependiente,35,9,26,17,E11
Zacapa,Otras enfermedades cerebrovasculares,34,19,15,17,I67
Zacapa,Otras enfermedades pulmonares obstructivas crónicas,33,14,19,17,J44
Zacapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",33,31,2,17,V89
Zacapa,Tumor maligno del estómago,26,13,13,17,C16
Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,26,11,15,17,C22
Zacapa,Insuficiencia cardíaca,26,14,12,17,I50
Zacapa,Enfermedad renal crónica,23,13,10,17,N18
Zacapa,Fibrosis y cirrosis del hígado,20,11,9,17,K74
Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",34,13,21,17,R00 - R99
Zacapa,Otras causas,586,339,247,17,Otras causas
Chiquimula,Todas las causas,2137,1235,902,17,Todas las causas
Chiquimula,Infarto agudo del miocardio,277,156,121,17,I21
Chiquimula,"Neumonía, organismo no especificado",198,104,94,17,J18
Chiquimula,Exposición a factores no especificados,107,92,15,17,X59
Chiquimula,"Diabetes mellitus, no especificada",93,43,50,17,E14
Chiquimula,Insuficiencia cardíaca,91,43,48,17,I50
Chiquimula,"Disparo de otras armas de fuego, y las no especificadas",83,74,9,17,W34
Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",68,30,38,17,I64
Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",62,57,5,17,X95
Chiquimula,Tumor maligno del estómago,51,22,29,17,C16
Chiquimula,Fibrosis y cirrosis del hígado,49,34,15,17,K74
Chiquimula,Otras gastroenteritis y colitis de origen infeccioso y no especificado,39,19,20,17,A09
Chiquimula,Otras enfermedades cerebrovasculares,37,20,17,17,I67
Chiquimula,Diabetes mellitus no insulinodependiente,34,15,19,17,E11
Chiquimula,Otras enfermedades pulmonares obstructivas crónicas,32,19,13,17,J44
Chiquimula,Otras sepsis,29,16,13,17,A41
Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",81,48,33,17,R00 - R99
Chiquimula,Otras causas,806,443,363,17,Otras causas
Jalapa,Todas las causas,1819,1030,789,17,Todas las causas
Jalapa,"Neumonía, organismo no especificado",130,70,60,17,J18
Jalapa,Infarto agudo del miocardio,101,58,43,17,I21
Jalapa,"Diabetes mellitus, no especificada",78,26,52,17,E14
Jalapa,Otros trastornos y los no especificados del sistema circulatorio,73,31,42,17,I99
Jalapa,Otros trastornos del encéfalo,66,31,35,17,G93
Jalapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,50,35,15,17,A09
Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",45,20,25,17,I64
Jalapa,"Disparo de otras armas de fuego, y las no especificadas",44,40,4,17,W34
Jalapa,Exposición a factores no especificados,40,33,7,17,X59
Jalapa,Otras enfermedades pulmonares obstructivas crónicas,38,26,12,17,J44
Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",38,36,2,17,X95
Jalapa,Fibrosis y cirrosis del hígado,35,22,13,17,K74
Jalapa,Insuficiencia cardíaca,33,15,18,17,I50
Jalapa,Otros trastornos respiratorios,30,15,15,17,J98
Jalapa,Tumor maligno de sitios no especificados,26,10,16,17,C80
Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",333,188,145,17,R00 - R99
Jalapa,Otras causas,659,374,285,17,Otras causas
Jutiapa,Todas las causas,2718,1516,1202,17,Todas las causas
Jutiapa,Infarto agudo del miocardio,416,205,211,17,I21
Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",169,82,87,17,I64
Jutiapa,"Neumonía, organismo no especificado",161,89,72,17,J18
Jutiapa,"Diabetes mellitus, no especificada",147,55,92,17,E14
Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",137,126,11,17,X95
Jutiapa,Insuficiencia cardíaca,91,51,40,17,I50
Jutiapa,Exposición a factores no especificados,75,57,18,17,X59
Jutiapa,Tumor maligno del estómago,71,44,27,17,C16
Jutiapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",68,62,6,17,V89
Jutiapa,Diabetes mellitus no insulinodependiente,66,31,35,17,E11
Jutiapa,Enfermedad renal crónica,51,24,27,17,N18
Jutiapa,Otras enfermedades cerebrovasculares,46,21,25,17,I67
Jutiapa,Fibrosis y cirrosis del hígado,45,26,19,17,K74
Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,44,22,22,17,C22
Jutiapa,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",35,27,8,17,X49
Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",95,57,38,17,R00 - R99
Jutiapa,Otras causas,1001,537,464,17,Otras causas
Extranjero,Todas las causas,111,66,45,17,Todas las causas
Extranjero,"Agresión con disparo de otras armas de fuego, y las no especificadas",19,16,3,17,X95
Extranjero,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",10,8,2,17,V89
Extranjero,Exposición a factores no especificados,10,8,2,17,X59
Extranjero,Infarto agudo del miocardio,7,3,4,17,I21
Extranjero,"Diabetes mellitus, no especificada",5,1,4,17,E14
Extranjero,"Neumonía, organismo no especificado",4,1,3,17,J18
Extranjero,Fibrosis y cirrosis del hígado,4,2,2,17,K74
Extranjero,"Disparo de otras armas de fuego, y las no especificadas",4,2,2,17,W34
Extranjero,Tumor maligno del estómago,2,2,0,17,C16
Extranjero,Tumor maligno de la mama,2,0,2,17,C50
Extranjero,Insuficiencia cardíaca,2,0,2,17,I50
Extranjero,Ahogamiento y sumersión no especificados,2,1,1,17,W74
Extranjero,"Exposición a humos, fuegos o llamas no especificados",2,1,1,17,X09
Extranjero,"Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente",1,1,0,17,A16
Extranjero,Otras sepsis,1,0,1,17,A41
Extranjero,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",10,6,4,17,R00 - R99
Extranjero,Otras causas,26,14,12,17,Otras causas
Ignorado,Todas las causas,6146,3684,2462,17,Todas las causas
Ignorado,"Neumonía, organismo no especificado",619,359,260,17,J18
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",318,273,45,17,X95
Ignorado,Dificultad respiratoria del recién nacido,311,189,122,17,P22
Ignorado,Otras gastroenteritis y colitis de origen infeccioso y no especificado,306,154,152,17,A09
Ignorado,Exposición a factores no especificados,216,164,52,17,X59
Ignorado,Otras malformaciones congénitas del corazón,183,103,80,17,Q24
Ignorado,Neumonía congénita,180,114,66,17,P23
Ignorado,Sepsis bacteriana del recién nacido,171,112,59,17,P36
Ignorado,Otras sepsis,137,79,58,17,A41
Ignorado,"Otras malformaciones congénitas, no clasificadas en otra parte",135,78,57,17,Q89
Ignorado,Síndromes de aspiración neonatal,95,55,40,17,P24
Ignorado,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",94,74,20,17,V89
Ignorado,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",90,53,37,17,P07
Ignorado,Trastornos cardiovasculares originados en el período perinatal,84,49,35,17,P29
